The number of jobs:
300

The number of machines:
50


The power of each machine at differnt speed levers:

(where rows denote machines: 1 to 50 and columns denote speeds levels: v1 to v4)


18,25,35,42
13,29,36,43
12,19,38,45
11,30,38,45
10,22,36,44
19,25,31,44
14,23,36,43
17,26,33,44
20,26,36,44
19,28,36,45
11,17,28,35
14,30,38,45
8,24,33,41
18,29,36,43
16,21,35,42
16,27,37,45
10,30,37,45
13,18,35,44
17,28,36,43
18,24,31,40
11,16,22,32
18,24,33,42
14,20,29,38
15,24,35,42
7,20,31,39
15,24,34,42
17,26,37,45
17,23,36,45
15,27,34,45
6,19,24,32
5,26,37,45
5,28,36,44
17,25,35,44
8,18,35,43
11,20,25,39
11,26,37,45
9,24,36,45
8,14,20,45
5,11,37,45
15,24,35,43
15,27,35,43
16,26,35,42
19,30,37,45
17,28,35,44
9,17,33,42
6,15,33,43
20,29,36,45
10,26,33,40
17,25,31,43
6,28,35,44

The basic processing time of jobs processed on different machines:
(where rows denote machines: 1 to 50 and columns denote jobs: 1 to 300)
17,16,31,31,20,20,34,40,40,32,25,42,26,13,23,14,49,32,42,49,16,24,32,12,42,22,30,36,16,11,35,46,31,37,38,48,49,48,18,24,45,14,20,18,16,21,28,13,41,23,28,43,24,31,21,44,35,31,13,35,30,30,44,47,48,39,50,13,32,13,31,29,37,49,23,29,33,37,41,19,32,30,20,47,23,37,47,18,27,15,25,44,16,44,18,17,43,11,42,27,32,36,32,48,37,28,38,22,21,31,27,27,32,23,12,40,17,34,45,17,25,45,44,31,50,33,48,13,24,43,28,26,43,18,33,15,39,47,28,15,34,33,15,42,47,27,16,15,47,46,22,26,32,28,47,38,47,45,14,26,46,39,18,21,30,29,17,15,14,16,15,15,48,20,24,43,24,19,20,19,12,22,29,20,33,24,42,26,28,48,12,31,42,18,31,43,36,34,43,40,35,44,46,28,36,12,47,49,49,48,16,45,44,43,26,32,48,47,46,17,24,39,44,12,14,25,21,35,50,20,46,49,41,31,24,26,24,28,16,26,43,40,26,14,35,44,16,39,41,42,22,46,12,17,19,13,40,11,36,33,12,25,48,43,46,30,21,21,16,36,19,19,46,33,28,49,45,19,31,23,35,17,21,17,32,45,20,22,46,25,14,12,34,47,45,17,35,21,27,35
24,43,42,13,35,18,40,12,24,42,26,45,30,49,16,15,14,12,47,28,46,13,16,50,36,43,14,14,48,32,36,19,34,40,12,41,18,45,24,15,48,43,41,31,47,13,33,14,50,19,35,10,48,31,16,23,42,13,30,48,32,10,49,27,43,36,23,25,48,32,28,40,47,39,40,20,43,16,32,24,34,30,13,26,49,18,45,21,10,24,46,50,38,50,43,47,14,23,22,12,38,20,24,46,48,41,18,43,25,18,50,49,13,15,39,33,34,46,27,37,33,25,47,40,28,48,14,25,26,48,36,34,21,14,19,50,18,35,38,33,23,42,10,42,27,30,20,25,43,15,45,21,14,25,46,14,39,12,33,45,21,12,34,41,16,37,47,34,17,28,42,34,25,18,45,48,18,26,21,22,25,21,35,16,16,38,13,34,21,44,39,25,45,14,22,30,22,19,43,27,13,20,44,15,17,43,46,14,16,21,47,44,17,43,15,14,40,41,12,32,37,23,15,13,23,22,28,14,24,47,41,20,12,43,38,28,49,15,10,33,43,37,11,43,10,26,12,15,14,32,37,33,25,12,26,49,28,28,17,46,33,35,21,48,26,14,31,41,36,48,38,17,40,19,37,36,11,21,27,24,45,16,37,39,22,41,35,34,19,17,43,50,18,45,17,43,43,29,37,13
34,48,48,40,40,12,43,23,18,30,36,15,17,34,39,33,15,49,47,48,31,47,24,34,17,20,44,36,28,42,42,33,49,38,23,37,38,24,20,48,39,19,16,15,46,15,34,29,17,41,32,21,39,40,38,43,32,39,50,30,34,42,24,24,48,40,15,22,42,44,48,34,41,34,21,26,34,16,17,25,24,18,21,37,25,38,22,44,19,45,20,12,48,26,16,36,32,41,38,20,16,19,29,45,19,50,19,24,28,32,39,29,19,25,46,26,44,11,44,35,29,11,12,36,29,13,30,38,47,42,44,42,47,17,20,18,26,42,45,11,20,44,33,30,38,13,37,20,47,15,18,40,39,10,11,20,47,27,17,23,49,46,50,10,31,20,18,48,20,19,21,29,47,21,40,23,44,40,24,44,17,40,11,21,11,41,22,40,17,29,18,44,33,25,41,18,20,27,24,20,25,32,33,21,47,11,11,23,37,42,46,38,50,14,39,38,37,25,29,35,25,41,19,36,14,41,22,38,35,30,17,11,21,21,25,33,50,35,47,33,34,48,19,43,43,39,20,45,15,18,27,38,34,11,49,14,26,37,16,36,39,22,29,29,32,22,20,32,39,27,37,19,24,30,21,20,32,44,36,37,14,44,45,12,42,16,18,26,25,38,43,41,35,11,38,19,49,45,34,46
30,33,32,41,16,10,18,49,17,46,36,19,19,27,39,29,46,43,48,25,48,21,32,48,40,33,48,26,37,23,17,21,25,19,40,42,44,41,42,46,24,30,15,35,25,32,22,41,27,25,35,10,12,12,39,49,23,27,29,28,34,37,18,40,31,46,49,39,44,47,13,17,37,48,37,25,21,21,11,46,21,22,40,30,26,35,12,35,19,22,13,42,29,28,44,44,33,47,34,18,27,26,16,46,17,22,20,39,37,34,26,44,27,43,40,22,48,50,41,50,30,31,13,13,46,36,34,49,29,34,30,39,34,38,25,20,30,36,24,26,38,29,33,32,18,22,41,17,46,25,32,49,44,25,29,27,30,23,14,33,22,19,18,11,40,21,14,31,44,16,24,22,36,39,28,13,32,33,22,45,32,19,28,20,48,48,27,33,10,13,49,34,12,37,34,17,22,25,23,23,42,11,29,31,24,37,13,15,23,20,35,44,40,18,26,13,37,17,16,27,33,41,41,45,41,48,28,39,15,33,17,17,33,36,26,24,39,44,45,25,13,37,37,46,26,50,49,44,16,36,28,40,11,40,36,49,44,22,30,18,12,31,14,12,48,33,45,37,48,34,45,20,32,32,37,47,46,40,43,22,34,20,41,23,16,14,17,46,45,38,35,42,46,12,25,20,40,22,28,43
18,34,45,47,17,18,20,39,29,38,35,11,32,19,37,21,22,47,35,39,36,38,11,27,29,49,29,41,40,17,43,24,37,18,13,44,23,21,26,42,37,38,36,38,25,48,45,48,41,29,18,45,20,44,37,16,34,28,13,41,32,43,27,16,17,42,17,49,26,32,16,38,36,36,26,17,26,38,37,37,41,36,37,13,38,30,46,22,47,32,19,18,35,29,49,36,47,45,50,38,35,37,22,38,38,32,35,27,26,18,13,33,36,19,25,45,27,49,19,23,32,46,14,17,20,39,33,45,26,33,28,40,10,39,26,41,23,13,12,38,38,27,21,26,47,27,43,28,34,25,47,22,42,50,15,15,25,21,46,39,20,37,10,44,23,40,31,30,36,44,16,18,42,45,32,24,28,36,40,41,23,39,41,19,14,33,46,44,46,13,16,21,23,39,12,43,33,42,15,45,13,11,12,39,22,22,50,18,47,25,35,46,24,45,17,39,38,33,22,31,28,20,12,30,36,47,31,49,18,43,37,44,23,37,47,42,38,45,42,43,11,15,11,16,33,41,36,28,49,17,17,22,28,50,13,17,16,23,40,17,38,34,35,38,37,35,36,25,37,37,14,15,41,44,17,30,47,26,46,45,40,19,15,22,21,48,24,18,18,22,33,39,37,10,28,47,23,24,23,22
34,45,43,48,36,47,40,40,34,22,49,49,45,46,42,26,20,43,45,18,17,28,28,18,47,24,36,19,14,50,30,50,23,38,45,28,49,39,35,14,30,45,25,20,37,11,47,18,12,33,29,13,41,27,17,33,31,28,15,27,13,31,28,44,46,28,33,49,17,38,17,46,26,43,21,19,34,44,27,29,47,40,17,11,21,39,11,38,33,27,48,13,27,45,26,15,25,36,45,32,28,37,49,40,34,32,24,14,34,41,50,19,30,12,22,47,19,44,11,28,31,30,20,40,26,26,17,27,41,28,23,27,26,24,34,23,41,28,31,14,14,22,22,43,22,49,16,44,49,48,49,25,28,20,40,24,45,39,47,23,41,28,49,42,16,20,12,32,48,36,32,19,25,45,11,36,38,45,36,22,11,11,16,40,10,18,22,25,42,11,23,25,48,46,11,11,30,32,28,35,11,23,44,47,38,50,26,18,18,31,17,38,23,46,35,37,29,14,38,23,33,20,11,11,44,36,33,41,12,50,12,22,19,41,41,27,36,26,20,37,23,32,40,50,15,16,45,23,39,25,36,44,35,37,24,28,43,27,30,21,29,22,28,45,36,19,41,40,34,25,19,34,43,44,33,21,16,11,34,48,25,24,11,49,48,47,21,44,26,32,20,46,21,28,26,10,11,35,34,13
38,38,19,35,30,34,31,46,38,27,39,46,25,18,17,36,43,44,24,18,46,27,30,23,33,41,25,27,16,28,48,39,30,11,23,15,39,12,25,21,33,47,12,14,39,18,24,26,17,11,46,30,17,43,42,26,40,31,19,36,46,44,14,26,11,40,17,17,41,35,19,31,39,31,37,42,24,16,41,40,11,29,40,26,30,33,17,38,32,36,40,38,24,41,16,29,38,47,21,22,40,20,20,31,21,28,41,24,22,32,47,35,21,12,21,18,17,22,40,33,45,24,12,11,16,28,14,45,12,46,22,28,37,11,12,17,40,25,39,46,34,27,25,11,42,16,32,26,31,13,36,30,35,33,38,29,41,15,22,13,39,46,15,16,30,39,15,21,31,36,16,25,12,18,16,11,43,14,34,34,45,22,35,20,33,17,47,34,20,27,42,30,14,42,21,35,33,23,11,48,22,28,15,49,47,26,22,28,46,20,31,20,44,35,28,13,24,26,12,35,36,14,29,45,40,48,24,12,32,40,25,18,30,29,20,23,24,22,12,14,26,43,47,29,43,16,48,50,48,11,25,35,19,24,33,40,33,45,47,17,50,12,33,34,30,41,36,36,26,30,32,48,20,26,33,39,48,45,14,21,27,35,28,24,15,40,12,11,41,25,39,48,20,28,32,48,44,12,30,14
12,49,41,25,21,22,41,29,40,37,32,12,40,23,25,22,42,40,26,28,23,16,34,39,44,14,35,37,43,37,16,44,41,13,45,10,35,40,20,15,10,36,10,14,46,37,43,23,37,44,32,26,47,16,20,35,14,45,22,40,37,43,20,30,17,25,36,34,30,45,15,23,32,46,41,33,47,42,37,21,15,18,35,31,32,24,23,45,16,22,27,46,10,32,24,33,31,19,25,41,19,34,43,41,16,11,13,23,30,36,48,49,38,11,46,41,35,25,50,33,36,24,32,36,23,46,16,46,47,25,30,29,27,29,43,18,46,43,33,25,42,21,38,50,38,26,48,28,27,29,37,21,44,17,33,24,28,44,28,18,33,29,35,37,41,35,22,49,34,33,42,19,40,17,17,46,47,44,41,24,15,14,30,26,19,27,42,45,10,40,46,25,16,45,41,31,24,12,23,23,20,50,33,22,13,28,16,26,14,26,38,23,33,18,26,23,47,24,32,32,31,30,35,26,13,14,11,24,49,11,38,45,46,49,18,41,35,18,33,18,31,34,12,18,18,27,44,34,40,23,15,26,31,27,22,30,21,32,33,28,23,21,36,30,11,23,35,43,31,45,49,32,11,31,33,20,23,21,35,35,16,43,15,28,32,11,30,23,43,40,50,13,16,35,35,19,31,19,12,25
31,33,13,17,29,31,45,28,17,48,32,42,44,43,30,42,47,34,26,31,44,24,43,39,31,22,14,11,34,16,50,30,46,32,46,50,35,40,25,23,42,35,26,35,46,40,43,23,20,22,37,12,27,14,21,44,40,21,23,14,28,22,33,47,45,40,38,25,43,26,33,20,45,12,42,43,38,24,38,43,23,48,12,39,18,10,18,41,29,15,27,21,36,24,38,40,12,17,30,23,18,39,32,28,35,26,27,24,34,13,36,15,21,22,27,37,23,32,26,33,32,24,45,25,23,44,50,37,41,32,48,26,24,17,40,17,35,47,13,12,34,50,43,33,20,48,50,17,22,30,19,32,40,33,47,38,15,40,23,22,40,20,16,35,12,21,34,15,14,39,40,39,49,30,24,11,42,33,27,17,42,26,47,13,27,19,11,38,15,46,14,27,40,46,48,17,13,35,34,13,19,32,44,21,14,42,15,13,30,29,19,39,15,42,45,41,39,39,26,19,22,16,13,15,46,38,42,13,42,45,35,50,40,35,46,21,43,33,25,24,23,37,19,28,49,47,14,44,48,34,33,21,39,18,14,37,16,17,30,11,30,14,47,34,40,44,20,43,11,40,30,18,27,39,14,42,20,44,32,22,24,23,16,21,29,25,28,13,41,38,30,49,35,23,30,43,37,26,41,43
30,14,31,24,21,17,29,15,42,41,42,11,23,29,11,26,28,36,47,42,46,12,14,26,43,16,49,50,39,34,27,44,25,26,42,12,30,33,46,12,26,33,20,48,45,27,45,41,14,15,38,33,33,49,23,18,31,28,24,26,16,32,29,19,47,28,36,41,16,31,26,10,17,24,43,28,43,44,35,28,24,42,33,27,46,24,33,45,36,13,30,46,25,43,27,38,20,15,49,11,42,17,37,41,34,50,37,37,49,32,20,28,25,11,17,45,29,49,36,30,36,34,38,36,46,49,10,41,18,38,14,39,34,20,35,40,37,24,29,16,12,50,18,46,16,13,15,11,32,27,11,16,11,13,45,19,18,42,10,37,16,45,36,13,29,44,48,31,22,44,19,29,33,37,40,18,31,11,47,19,38,13,41,27,31,37,20,40,18,34,30,45,20,42,20,14,41,47,47,14,27,42,20,40,16,21,13,47,28,37,46,47,37,24,15,11,16,42,32,41,32,49,37,38,50,47,29,10,29,28,21,40,27,10,16,22,20,20,21,15,15,23,44,31,36,22,47,45,42,13,13,27,50,39,39,29,46,43,13,30,14,48,46,44,41,32,42,25,25,14,48,24,40,48,30,28,48,29,27,15,20,10,39,11,28,38,15,41,29,34,34,39,36,34,15,35,36,13,41,22
