The number of jobs:
300

The number of machines:
40


The power of each machine at differnt speed levers:

(where rows denote machines: 1 to 40 and columns denote speeds levels: v1 to v4)


12,25,37,45
16,21,33,43
17,29,38,45
19,30,37,45
5,18,25,45
17,23,35,45
10,20,30,45
20,30,37,45
15,24,38,45
11,16,32,43
6,20,35,43
7,25,31,38
7,12,17,44
19,29,37,45
19,25,36,44
11,26,38,45
9,25,35,45
16,29,37,45
9,29,38,45
10,25,36,44
14,24,33,44
19,29,37,45
7,25,32,45
12,23,31,39
18,29,38,45
5,8,25,38
9,13,32,41
12,28,36,44
8,17,36,44
20,27,35,42
11,25,32,39
20,30,37,45
13,26,38,45
8,28,35,43
10,17,33,40
18,26,33,41
18,25,35,44
15,29,36,43
7,26,37,45
17,26,37,45

The basic processing time of jobs processed on different machines:
(where rows denote machines: 1 to 40 and columns denote jobs: 1 to 300)
46,11,24,17,37,39,20,21,25,30,31,19,41,19,32,32,31,13,37,48,24,47,13,42,42,28,37,37,25,49,19,33,45,32,12,28,25,16,45,23,18,30,37,19,31,44,30,33,16,27,48,46,39,32,41,16,49,42,38,14,50,41,38,29,32,33,26,30,14,24,15,50,36,30,29,44,50,30,20,21,19,13,14,27,43,28,29,31,41,48,11,24,32,32,11,28,35,12,37,27,22,48,13,46,18,24,32,41,41,12,23,40,15,11,23,45,13,48,48,43,49,16,23,38,30,47,21,19,20,20,15,28,48,31,17,40,40,19,35,40,34,26,48,24,49,40,46,34,50,49,42,38,13,44,13,40,28,38,32,35,37,27,42,37,23,29,11,47,25,39,19,18,41,21,49,26,40,45,35,29,44,49,18,27,30,49,15,15,38,29,12,48,17,36,24,47,15,38,14,20,29,38,16,39,39,17,26,16,44,46,31,26,29,17,17,32,36,37,30,25,49,34,19,20,13,47,29,35,20,42,49,17,37,24,13,46,42,11,48,15,45,33,42,11,36,26,11,21,14,38,16,16,26,26,12,24,44,22,16,23,43,15,24,24,11,15,46,44,28,29,13,47,19,30,39,45,29,49,48,25,40,23,32,23,15,24,45,36,12,50,39,32,11,43,42,10,44,16,32,37
40,14,43,45,10,32,20,48,11,32,24,28,13,39,26,16,31,28,38,46,36,21,41,32,24,36,29,45,39,20,28,26,38,26,18,19,34,41,37,23,16,49,12,48,31,47,15,49,11,34,30,42,33,46,33,40,33,18,24,29,34,25,14,21,34,27,39,10,28,48,23,40,22,46,47,36,35,15,42,21,31,22,21,19,35,31,45,43,12,34,12,40,32,33,10,13,30,14,24,31,41,19,34,41,49,36,47,23,31,14,33,23,17,34,38,38,40,23,46,22,50,23,50,25,38,26,23,34,38,21,45,41,42,12,20,34,48,12,19,38,31,32,17,50,49,43,15,48,49,40,30,36,33,49,43,31,30,13,28,24,14,41,11,40,12,34,45,45,31,45,23,37,26,50,49,38,10,41,26,33,14,35,32,35,47,39,17,35,36,28,34,34,34,35,24,13,14,44,50,24,30,38,44,42,46,45,32,39,29,16,28,49,44,48,26,10,27,33,12,44,40,46,29,39,12,14,23,36,31,26,39,13,15,14,48,21,16,40,25,25,21,19,42,42,47,30,48,12,44,42,34,18,13,47,40,49,39,41,10,41,14,40,19,19,28,48,17,40,15,47,31,44,33,16,47,22,26,42,41,21,28,20,28,38,41,37,12,27,39,11,28,29,40,24,33,37,44,46,12,39
21,21,47,12,16,45,24,37,18,45,48,31,17,38,22,46,26,17,43,22,12,13,46,32,43,12,16,44,15,16,31,14,49,40,48,37,45,13,23,31,31,16,41,34,18,29,32,17,36,15,17,28,27,12,32,21,12,15,32,21,40,20,43,14,16,24,47,31,37,41,27,22,17,25,24,25,46,33,33,25,14,33,15,13,16,35,31,16,35,44,33,32,36,39,14,13,15,39,41,17,29,38,26,38,24,14,24,42,26,41,48,23,19,33,44,20,14,48,44,14,16,31,34,46,31,19,41,20,36,12,25,31,16,38,38,21,49,26,45,45,30,10,17,42,15,45,40,13,43,11,23,27,43,14,24,11,38,12,50,25,11,26,30,45,10,34,50,15,17,41,23,29,37,40,20,12,18,40,38,41,31,30,48,43,41,28,20,29,47,34,38,25,28,14,12,36,26,21,10,11,37,37,20,16,21,12,10,12,19,20,32,20,40,39,18,35,41,15,26,47,43,24,33,47,10,10,42,48,36,31,31,26,13,34,47,28,21,27,21,40,46,23,35,49,44,33,19,44,40,23,39,10,37,39,33,31,25,15,36,28,21,37,26,26,33,49,33,31,24,15,41,36,15,21,11,15,19,17,21,23,22,26,26,39,14,40,25,13,46,31,35,20,24,36,17,32,11,24,49,18
12,43,16,18,13,16,17,27,34,11,29,35,20,14,23,16,14,15,41,21,14,34,40,44,29,27,33,48,31,10,43,48,17,21,38,18,24,14,13,11,18,29,11,47,48,48,38,31,46,35,25,43,14,13,24,13,32,41,17,29,17,29,26,18,33,24,42,21,46,29,32,18,39,41,31,45,41,38,42,43,11,49,36,46,16,47,39,24,39,32,43,45,48,32,31,42,20,46,44,34,12,13,44,48,34,37,43,47,34,22,44,39,47,41,46,47,18,26,36,11,22,17,28,30,34,47,38,14,45,43,18,31,14,14,25,49,45,38,41,21,17,21,43,43,11,35,42,27,26,39,41,27,17,19,38,13,29,45,23,40,18,25,30,49,23,40,19,16,30,41,12,37,21,40,23,43,26,12,27,40,41,27,32,48,44,36,14,28,17,28,47,44,37,11,20,31,35,18,21,19,28,31,38,21,18,17,27,24,50,13,17,11,45,19,14,23,15,20,24,25,13,19,48,15,28,23,48,28,47,11,38,49,13,25,34,22,28,48,44,18,12,24,33,22,15,35,12,13,30,24,42,40,29,31,10,15,15,30,34,46,45,48,19,38,20,24,31,31,26,15,39,18,43,43,44,39,29,46,31,28,26,30,25,27,31,30,22,39,11,40,21,34,17,29,23,38,41,23,26,45
34,21,32,47,43,26,38,18,24,31,29,24,32,21,27,50,21,48,10,28,33,19,22,12,44,49,38,16,12,35,30,33,49,14,16,31,21,37,36,14,45,27,25,22,49,20,11,12,40,29,40,23,14,12,17,40,50,17,34,38,28,19,26,24,49,18,17,24,23,49,47,19,23,42,39,19,43,25,44,19,43,23,18,23,16,36,38,31,21,38,20,28,42,20,40,24,38,18,40,38,36,26,13,45,19,26,16,33,10,18,41,39,12,43,32,12,34,19,40,42,42,10,28,24,18,21,31,45,31,48,41,14,35,33,33,14,31,49,17,44,33,24,11,13,14,27,20,35,15,43,42,32,28,46,33,30,22,16,13,24,46,29,15,35,25,32,39,28,24,39,45,24,36,37,20,10,32,22,29,24,39,11,37,47,40,26,29,26,13,27,34,36,49,39,45,42,39,41,16,49,13,46,35,35,34,28,43,19,33,40,45,47,34,39,42,23,24,23,40,48,24,39,26,26,45,27,27,11,38,20,15,15,16,30,46,24,28,42,31,39,19,26,25,42,17,32,28,32,43,27,15,44,37,19,12,28,14,39,38,14,33,15,27,23,18,46,47,23,40,37,23,35,25,19,44,33,29,44,32,30,14,34,25,26,39,27,16,48,46,23,42,34,28,37,47,47,33,15,19,24
28,27,24,23,46,48,44,44,10,40,26,22,39,46,30,35,46,22,42,14,25,15,46,12,15,38,33,39,19,42,11,14,23,25,30,27,28,35,37,46,39,39,30,30,19,39,12,32,40,22,21,45,22,34,43,23,13,19,36,24,35,24,28,24,34,22,44,48,41,28,46,39,15,36,32,14,40,32,25,33,40,44,27,37,35,21,49,42,11,22,10,15,18,25,29,48,45,43,16,30,15,45,24,19,49,11,42,12,47,16,24,19,20,35,34,24,44,40,30,23,28,24,42,44,38,39,21,31,33,14,27,47,27,19,23,43,43,42,45,37,41,35,23,19,14,27,26,25,13,22,49,36,14,40,21,15,35,14,39,46,12,15,28,12,17,40,32,12,22,26,48,29,48,29,15,15,13,31,35,19,41,20,23,28,46,39,34,11,31,20,18,40,20,48,33,41,12,46,41,50,46,13,23,45,37,20,35,18,48,42,31,26,40,26,43,20,28,16,45,21,30,17,38,19,13,23,37,22,17,11,19,34,14,46,48,20,42,23,45,15,49,30,31,31,22,44,38,13,19,23,35,37,23,36,35,35,15,45,48,11,15,20,13,48,11,29,47,35,48,42,35,29,32,19,12,27,48,48,39,25,17,46,48,37,41,33,28,15,12,42,24,23,35,25,36,25,37,11,40,39
14,20,48,26,18,12,28,40,35,21,33,13,18,13,15,10,49,14,18,41,15,25,40,44,37,18,11,16,28,15,31,15,11,33,32,21,44,22,45,44,28,18,48,22,38,41,36,19,40,21,30,19,10,49,50,17,44,30,42,23,41,25,44,35,20,30,47,33,49,40,13,39,27,30,22,11,32,16,23,12,45,38,47,31,16,39,17,36,37,36,30,25,41,48,16,41,26,43,49,36,14,14,22,25,18,37,15,32,21,49,21,40,22,10,22,37,28,12,34,39,48,11,17,16,32,50,42,14,23,24,19,47,23,33,20,46,30,25,12,25,40,40,34,29,32,48,47,48,28,17,22,28,31,24,48,32,28,24,27,30,45,20,41,42,26,28,40,44,35,40,23,26,33,10,32,24,45,33,45,11,13,29,42,42,21,24,32,30,22,22,42,14,37,40,46,22,35,23,25,43,31,38,21,15,47,19,34,40,40,24,20,32,15,22,13,10,17,49,42,30,26,25,34,38,24,30,29,48,22,37,37,18,21,22,14,16,48,33,16,31,11,14,45,25,17,16,30,42,34,29,40,12,13,42,26,44,13,25,23,36,35,36,48,41,44,45,12,49,49,13,35,35,16,23,31,31,32,36,38,12,46,37,27,24,20,26,27,19,25,28,49,41,22,42,48,13,40,22,16,40
32,46,11,17,31,17,49,28,33,31,12,44,14,35,50,39,45,49,43,10,49,49,14,49,47,14,23,35,16,35,36,22,21,21,40,28,11,45,42,20,28,33,44,24,25,41,43,28,25,15,48,45,35,15,23,40,26,43,36,29,50,46,27,26,25,13,27,44,21,44,30,30,22,33,21,30,19,35,32,50,45,44,30,17,43,33,43,20,46,39,23,41,35,21,14,46,13,36,35,35,31,46,45,21,38,30,48,25,42,50,49,28,43,27,33,30,24,30,44,17,48,35,29,24,46,11,20,34,34,12,37,26,28,28,11,12,30,15,35,17,18,47,18,23,44,27,24,22,25,33,23,42,29,40,46,36,46,17,33,27,34,28,43,11,46,12,46,40,16,34,44,18,19,23,41,41,22,27,37,11,31,43,20,30,34,39,25,34,11,11,42,50,50,29,47,49,21,15,31,40,32,34,23,44,26,33,13,24,45,17,38,47,23,50,20,50,27,30,20,13,42,18,25,24,25,19,44,19,25,26,43,28,47,31,34,37,37,38,18,16,38,32,35,41,25,43,25,12,37,41,14,15,28,11,32,36,29,37,44,24,29,14,45,37,27,30,16,14,23,44,25,17,18,41,47,27,13,33,33,33,49,22,31,18,37,11,34,11,29,29,39,13,44,15,50,26,20,29,20,23
41,28,39,24,12,13,19,14,41,24,32,45,38,23,14,38,10,17,33,42,28,23,18,13,15,30,27,40,27,35,18,45,27,44,20,20,24,20,16,13,32,13,36,22,46,39,22,12,46,22,20,46,25,17,15,33,32,26,34,47,28,28,16,28,37,38,19,21,14,16,18,50,39,21,19,21,20,11,37,16,49,13,18,20,49,31,16,10,32,24,19,15,19,37,44,25,48,34,46,38,19,29,32,22,39,33,30,29,12,27,16,27,29,43,10,28,33,44,45,45,35,15,39,45,23,46,31,43,32,30,25,21,17,48,26,13,27,11,14,21,45,48,31,18,25,29,15,45,49,50,39,27,14,31,11,31,47,21,30,20,40,38,32,28,38,38,40,29,36,22,22,41,17,16,47,38,28,29,29,31,10,34,12,42,18,18,37,16,12,20,43,47,14,32,27,50,24,12,25,38,38,16,14,43,32,32,16,44,31,48,15,10,38,45,23,43,39,40,49,15,19,43,16,18,38,21,41,40,39,21,35,22,36,41,26,41,39,50,35,25,23,21,46,29,19,48,15,13,48,19,31,50,12,40,30,34,35,19,48,50,15,42,23,10,30,48,25,46,46,33,41,13,40,26,44,25,41,17,11,34,30,25,39,13,49,47,41,44,13,47,16,30,24,23,17,35,45,16,20,13
13,43,23,36,22,32,14,12,29,20,21,48,30,12,27,10,35,38,44,30,42,40,28,18,16,23,32,14,49,31,11,48,46,20,42,10,46,13,32,35,10,10,28,30,20,39,30,36,43,42,12,26,18,37,39,25,40,25,50,31,42,41,50,34,43,37,42,16,21,34,39,31,30,13,26,19,50,18,47,47,15,33,45,43,50,14,32,32,23,32,39,41,24,43,25,33,38,12,37,48,33,39,43,45,47,21,44,27,14,27,44,44,30,14,18,37,38,43,26,43,31,47,14,50,50,30,26,25,15,30,34,45,43,39,39,40,19,36,28,28,27,46,47,17,47,12,14,16,28,48,45,30,48,47,20,23,44,36,30,26,23,48,17,17,34,50,14,45,44,16,18,25,30,17,38,34,18,12,16,18,22,33,20,26,37,44,21,16,22,26,38,28,30,27,23,44,48,42,37,24,38,13,48,28,26,20,49,40,23,39,41,19,38,30,25,28,40,49,38,47,23,17,17,15,20,12,47,49,28,38,38,48,39,49,44,22,23,30,40,42,41,20,13,20,21,26,23,17,22,24,19,14,35,45,31,31,29,10,50,30,21,20,33,46,17,16,27,16,10,23,43,20,50,43,10,31,22,31,23,50,41,30,40,46,36,36,36,18,32,40,31,15,17,21,11,13,31,16,20,25
